Date,SPY
1999-11-05,87.95294189453125
1999-11-08,88.0326919555664
1999-11-09,87.20535278320312
1999-11-10,87.85326385498047
1999-11-11,88.35166931152344
1999-11-12,89.14904022216797
1999-11-15,89.35833740234375
1999-11-16,90.10589599609375
1999-11-17,90.34512329101562
1999-11-18,90.9830093383789
1999-11-19,90.90328216552734
1999-11-22,90.88335418701172
1999-11-23,90.08594512939453
1999-11-24,90.56437683105469
1999-11-26,90.22552490234375
1999-11-29,89.90653991699219
1999-11-30,88.85000610351562
1999-12-01,89.5676040649414
1999-12-02,90.10589599609375
1999-12-03,91.7605209350586
1999-12-06,91.08272552490234
1999-12-07,90.34512329101562
1999-12-08,89.76701354980469
1999-12-09,90.20555877685547
1999-12-10,90.50458526611328
1999-12-13,90.66407775878906
1999-12-14,89.78690338134766
1999-12-15,90.26539611816406
1999-12-16,90.66407775878906
1999-12-17,91.24634552001953
1999-12-20,90.58685302734375
1999-12-21,91.96575164794922
1999-12-22,92.20555877685547
1999-12-23,93.67434692382812
1999-12-27,93.54450988769531
1999-12-28,93.48451232910156
1999-12-29,93.8842544555664
1999-12-30,93.7743148803711
1999-12-31,93.92418670654297
2000-01-03,93.00492095947266
2000-01-04,89.36782836914062
2000-01-05,89.52771759033203
2000-01-06,88.08887481689453
2000-01-07,93.20478057861328
2000-01-10,93.52446746826172
2000-01-11,92.4054183959961
2000-01-12,91.48616027832031
2000-01-13,92.72514343261719
2000-01-14,93.98411560058594
2000-01-18,93.24468231201172
2000-01-19,94.00411224365234
2000-01-20,92.56525421142578
2000-01-21,92.36540222167969
2000-01-24,89.74754333496094
2000-01-25,90.76673889160156
2000-01-26,90.04730224609375
2000-01-27,89.6875991821289
2000-01-28,86.88984680175781
2000-01-31,89.24790954589844
2000-02-01,90.1272201538086
2000-02-02,90.2071533203125
2000-02-03,91.5660629272461
2000-02-04,91.18638610839844
2000-02-07,91.0464859008789
2000-02-08,92.28546142578125
2000-02-09,90.34706115722656
2000-02-10,90.52689361572266
2000-02-11,88.68836212158203
2000-02-14,89.20797729492188
2000-02-15,90.2171401977539
2000-02-16,88.88819122314453
2000-02-17,88.42858123779297
2000-02-18,86.53012084960938
2000-02-22,86.31031799316406
2000-02-23,87.32946014404297
2000-02-24,85.57089233398438
2000-02-25,85.26117706298828
2000-02-28,87.04969024658203
2000-02-29,87.88903045654297
2000-03-01,88.52853393554688
2000-03-02,88.58850860595703
2000-03-03,90.2470932006836
2000-03-06,89.36782836914062
2000-03-07,87.63923645019531
2000-03-08,87.52932739257812
2000-03-09,90.08724212646484
2000-03-10,89.60760498046875
2000-03-13,88.62844848632812
2000-03-14,87.36947631835938
2000-03-15,89.4078140258789
2000-03-16,93.58442687988281
2000-03-17,94.20294189453125
2000-03-20,93.72210693359375
2000-03-21,95.64546203613281
2000-03-22,96.22637939453125
2000-03-23,97.86927795410156
2000-03-24,98.45030212402344
2000-03-27,97.40845489501953
2000-03-28,96.8475341796875
2000-03-29,96.94767761230469
2000-03-30,95.32485961914062
2000-03-31,96.40679168701172
2000-04-03,96.96778869628906
2000-04-04,96.24650573730469
2000-04-05,95.64546203613281
2000-04-06,96.47684478759766
2000-04-07,97.08792114257812
2000-04-10,96.70723724365234
2000-04-11,96.42679595947266
2000-04-12,93.7822494506836
2000-04-13,92.47994232177734
2000-04-14,87.19084167480469
2000-04-17,90.23604583740234
2000-04-18,92.62015533447266
2000-04-19,91.75868225097656
2000-04-20,92.1994857788086
2000-04-24,91.19774627685547
2000-04-25,94.98429870605469
2000-04-26,93.91242980957031
2000-04-27,93.60192108154297
2000-04-28,93.02088928222656
2000-05-01,94.28309631347656
2000-05-02,92.3998031616211
2000-05-03,90.23604583740234
2000-05-04,90.91724395751953
2000-05-05,92.0191650390625
2000-05-08,91.32795715332031
2000-05-09,90.59668731689453
2000-05-10,88.55318450927734
2000-05-11,90.57667541503906
2000-05-12,91.55841827392578
2000-05-15,93.14109802246094
2000-05-16,94.04264068603516
2000-05-17,93.0610122680664
2000-05-18,91.91898345947266
2000-05-19,90.4764633178711
2000-05-22,89.79529571533203
2000-05-23,88.4730224609375
2000-05-24,89.91554260253906
2000-05-25,88.37284851074219
2000-05-26,88.4730224609375
2000-05-30,91.3580322265625
2000-05-31,91.55841827392578
2000-06-01,93.1611328125
2000-06-02,94.78392028808594
2000-06-05,94.3231430053711
2000-06-06,93.90241241455078
2000-06-07,94.5535888671875
2000-06-08,94.18294525146484
2000-06-09,93.98258209228516
2000-06-12,92.88069915771484
2000-06-13,94.6236572265625
2000-06-14,94.78392028808594
2000-06-15,94.98429870605469
2000-06-16,94.20384979248047
2000-06-19,95.40878295898438
2000-06-20,95.0674057006836
2000-06-21,95.02718353271484
2000-06-22,93.58130645751953
2000-06-23,92.77803802490234
2000-06-26,93.9729232788086
2000-06-27,93.28011322021484
2000-06-28,93.5411376953125
2000-06-29,92.65751647949219
2000-06-30,93.36038208007812
2000-07-03,94.64562225341797
2000-07-05,92.93870544433594
2000-07-06,93.66163635253906
2000-07-07,95.16779327392578
2000-07-10,95.00708770751953
2000-07-11,95.20792388916016
2000-07-12,95.83047485351562
2000-07-13,96.25216674804688
2000-07-14,97.1960678100586
2000-07-17,97.0353775024414
2000-07-18,96.2421646118164
2000-07-19,95.468994140625
2000-07-20,96.79438781738281
2000-07-21,94.90672302246094
2000-07-24,94.36449432373047
2000-07-25,94.66571807861328
2000-07-26,93.74195098876953
2000-07-27,93.4206314086914
2000-07-28,91.31209564208984
2000-07-31,91.89439392089844
2000-08-01,92.45677185058594
2000-08-02,92.91859436035156
2000-08-03,93.56122589111328
2000-08-04,94.06326293945312
2000-08-07,95.18785858154297
2000-08-08,95.54932403564453
2000-08-09,94.74601745605469
2000-08-10,94.2841796875
2000-08-11,94.7259750366211
2000-08-14,95.93087768554688
2000-08-15,95.85054779052734
2000-08-16,95.50914001464844
2000-08-17,96.51327514648438
2000-08-18,96.19190979003906
2000-08-21,96.71405792236328
2000-08-22,96.55342102050781
2000-08-23,96.93492126464844
2000-08-24,97.2361831665039
2000-08-25,97.1960678100586
2000-08-28,97.52735900878906
2000-08-29,97.54745483398438
2000-08-30,96.6136474609375
2000-08-31,97.89886474609375
2000-09-01,97.99931335449219
2000-09-05,97.21612548828125
2000-09-06,96.111572265625
2000-09-07,96.93492126464844
2000-09-08,96.27220916748047
2000-09-11,96.13172149658203
2000-09-12,95.42878723144531
2000-09-13,95.67986297607422
2000-09-14,96.16180419921875
2000-09-15,94.05799102783203
2000-09-18,93.1922607421875
2000-09-19,94.03782653808594
2000-09-20,93.34331512451172
2000-09-21,91.9239501953125
2000-09-22,93.59493255615234
2000-09-25,92.93057250976562
2000-09-26,91.74275970458984
2000-09-27,92.2259750366211
2000-09-28,93.41375732421875
2000-09-29,92.52793884277344
2000-10-02,92.66886901855469
2000-10-03,91.80319213867188
2000-10-04,92.56822967529297
2000-10-05,92.89028930664062
2000-10-06,90.8770980834961
2000-10-09,90.19256591796875
2000-10-10,88.70276641845703
2000-10-11,87.95789337158203
2000-10-12,85.76350402832031
2000-10-13,88.622314453125
2000-10-16,89.02491760253906
2000-10-17,86.81036376953125
2000-10-18,86.48826599121094
2000-10-19,89.74964904785156
2000-10-20,90.1322250366211
2000-10-23,90.53485107421875
2000-10-24,89.9308853149414
2000-10-25,87.81696319580078
2000-10-26,88.05855560302734
2000-10-27,89.72958374023438
2000-10-30,90.53485107421875
2000-10-31,92.09506225585938
2000-11-01,91.7830581665039
2000-11-02,91.93404388427734
2000-11-03,91.984375
2000-11-06,92.62860107421875
2000-11-07,92.60845947265625
2000-11-08,90.55498504638672
2000-11-09,90.21271514892578
2000-11-10,88.01834106445312
2000-11-13,87.33383178710938
2000-11-14,89.62889862060547
2000-11-15,89.91070556640625
2000-11-16,88.50145721435547
2000-11-17,88.02837371826172
2000-11-20,86.77008819580078
2000-11-21,87.21302795410156
2000-11-22,85.1292953491211
2000-11-24,86.87076568603516
2000-11-27,87.63581085205078
2000-11-28,86.12586212158203
2000-11-29,85.96483612060547
2000-11-30,85.21991729736328
2000-12-01,85.17962646484375
2000-12-04,85.9044418334961
2000-12-05,88.72290802001953
2000-12-06,87.3036117553711
2000-12-07,86.10575103759766
2000-12-08,86.30707550048828
2000-12-11,89.3067626953125
2000-12-12,88.92424011230469
2000-12-13,87.70624542236328
2000-12-14,86.58891296386719
2000-12-15,84.63314056396484
2000-12-18,85.76403045654297
2000-12-19,84.01725769042969
2000-12-20,81.58385467529297
2000-12-21,82.14933013916016
2000-12-22,84.61296844482422
2000-12-26,85.52168273925781
2000-12-27,86.14774322509766
2000-12-28,86.41022491455078
2000-12-29,84.77454376220703
2001-01-02,83.23977661132812
2001-01-03,87.2381591796875
2001-01-04,86.29918670654297
2001-01-05,83.48210906982422
2001-01-08,84.1283187866211
2001-01-09,83.90615844726562
2001-01-10,85.38037109375
2001-01-11,85.46112060546875
2001-01-12,85.29960632324219
2001-01-16,85.84484100341797
2001-01-17,86.23857879638672
2001-01-18,87.0968246459961
2001-01-19,86.60208129882812
2001-01-22,87.17762756347656
2001-01-23,87.86419677734375
2001-01-24,88.126708984375
2001-01-25,87.90459442138672
2001-01-26,87.80364990234375
2001-01-29,88.27213287353516
2001-01-30,89.047607421875
2001-01-31,88.54352569580078
2001-02-01,89.13156127929688
2001-02-02,87.10895538330078
2001-02-05,87.74873352050781
2001-02-06,87.49024200439453
2001-02-07,87.03787994384766
2001-02-08,86.02333068847656
2001-02-09,85.19615173339844
2001-02-12,86.17195129394531
2001-02-13,85.46759796142578
2001-02-14,85.33832550048828
2001-02-15,86.16548156738281
2001-02-16,84.26561737060547
2001-02-20,82.96678161621094
2001-02-21,81.17677307128906
2001-02-22,81.29955291748047
2001-02-23,80.750244140625
2001-02-26,82.46918487548828
2001-02-27,81.70662689208984
2001-02-28,80.09758758544922
2001-03-01,80.51760864257812
2001-03-02,79.87785339355469
2001-03-05,80.60809326171875
2001-03-06,81.47399139404297
2001-03-07,82.05561828613281
2001-03-08,82.14610290527344
2001-03-09,79.7163314819336
2001-03-12,76.3043212890625
2001-03-13,77.55799865722656
2001-03-14,76.02649688720703
2001-03-15,76.04584503173828
2001-03-16,74.52062225341797
2001-03-19,76.03677368164062
2001-03-20,73.99573516845703
2001-03-21,72.73871612548828
2001-03-22,72.00003814697266
2001-03-23,74.17716979980469
2001-03-26,75.1231918334961
2001-03-27,76.6588134765625
2001-03-28,74.5400390625
2001-03-29,74.82510375976562
2001-03-30,75.60913848876953
2001-04-02,73.99573516845703
2001-04-03,71.52706909179688
2001-04-04,71.82511138916016
2001-04-05,74.54650115966797
2001-04-06,73.41260528564453
2001-04-09,74.22900390625
2001-04-10,75.58321380615234
2001-04-11,75.63504791259766
2001-04-12,77.00870513916016
2001-04-16,76.19876861572266
2001-04-17,77.27436828613281
2001-04-18,80.34564971923828
2001-04-19,81.41475677490234
2001-04-20,80.66963195800781
2001-04-23,79.20525360107422
2001-04-24,78.77761840820312
2001-04-25,79.80783081054688
2001-04-26,80.16423034667969
2001-04-27,81.49903106689453
2001-04-30,82.0692138671875
2001-05-01,82.3218994140625
2001-05-02,82.17284393310547
2001-05-03,81.1296615600586
2001-05-04,82.50982666015625
2001-05-07,81.79707336425781
2001-05-08,81.7581787109375
2001-05-09,81.41475677490234
2001-05-10,81.65449523925781
2001-05-11,81.09080505371094
2001-05-14,81.25277709960938
2001-05-15,81.62860107421875
2001-05-16,83.55303192138672
2001-05-17,83.68257141113281
2001-05-18,84.06486511230469
2001-05-21,85.30244445800781
2001-05-22,85.19229125976562
2001-05-23,83.74736785888672
2001-05-24,83.99361419677734
2001-05-25,83.0022201538086
2001-05-29,82.3413314819336
2001-05-30,81.18801879882812
2001-05-31,81.60914611816406
2001-06-01,82.11457824707031
2001-06-04,82.50982666015625
2001-06-05,83.45579528808594
2001-06-06,82.76248168945312
2001-06-07,83.06056213378906
2001-06-08,82.28947448730469
2001-06-11,81.70632934570312
2001-06-12,81.56378936767578
2001-06-13,80.86402893066406
2001-06-14,79.04973602294922
2001-06-15,79.17709350585938
2001-06-18,78.79378509521484
2001-06-19,79.13810729980469
2001-06-20,79.55399322509766
2001-06-21,80.45720672607422
2001-06-22,79.82689666748047
2001-06-25,79.09264373779297
2001-06-26,78.9821548461914
2001-06-27,78.93668365478516
2001-06-28,79.3720703125
2001-06-29,79.66446685791016
2001-07-02,80.65866088867188
2001-07-03,80.63914489746094
2001-07-05,79.06663513183594
2001-07-06,77.35771942138672
2001-07-09,77.78004455566406
2001-07-10,76.84436798095703
2001-07-11,76.92234802246094
2001-07-12,78.7482681274414
2001-07-13,79.43052673339844
2001-07-16,78.43636322021484
2001-07-17,79.17057800292969
2001-07-18,78.63129425048828
2001-07-19,79.32008361816406
2001-07-20,78.84565734863281
2001-07-23,77.29271697998047
2001-07-24,76.54545593261719
2001-07-25,77.3901596069336
2001-07-26,78.20243072509766
2001-07-27,78.50133514404297
2001-07-30,78.5273208618164
2001-07-31,78.85220336914062
2001-08-01,79.34605407714844
2001-08-02,79.67097473144531
2001-08-03,79.23558044433594
2001-08-06,78.16995239257812
2001-08-07,78.47533416748047
2001-08-08,77.01978302001953
2001-08-09,77.24723052978516
2001-08-10,77.51363372802734
2001-08-13,77.53311157226562
2001-08-14,77.50062561035156
2001-08-15,76.83135986328125
2001-08-16,77.09778594970703
2001-08-17,75.8631820678711
2001-08-20,76.56494903564453
2001-08-21,75.25885772705078
2001-08-22,76.0385971069336
2001-08-23,75.76571655273438
2001-08-24,77.33818817138672
2001-08-27,76.87683868408203
2001-08-28,75.7527084350586
2001-08-29,75.07691192626953
2001-08-30,73.63438415527344
2001-08-31,74.1737289428711
2001-09-04,73.69937133789062
2001-09-05,73.88129425048828
2001-09-06,71.97740936279297
2001-09-07,70.64537048339844
2001-09-10,71.50959014892578
2001-09-17,67.77326965332031
2001-09-18,67.6108169555664
2001-09-19,66.2462387084961
2001-09-20,64.14093017578125
2001-09-21,63.44893264770508
2001-09-24,65.67955780029297
2001-09-25,66.36439514160156
2001-09-26,66.12956237792969
2001-09-27,66.70353698730469
2001-09-28,68.1188735961914
2001-10-01,68.00802612304688
2001-10-02,68.8624267578125
2001-10-03,70.01681518554688
2001-10-04,70.07557678222656
2001-10-05,69.93862915039062
2001-10-08,69.4820327758789
2001-10-09,69.11026000976562
2001-10-10,70.64952850341797
2001-10-11,71.74527740478516
2001-10-12,71.41915130615234
2001-10-15,71.28872680664062
2001-10-16,71.73875427246094
2001-10-17,70.21253967285156
2001-10-18,70.06253814697266
2001-10-19,70.01681518554688
2001-10-22,71.39957427978516
2001-10-23,71.03437805175781
2001-10-24,70.84520721435547
2001-10-25,72.1170654296875
2001-10-26,71.9539794921875
2001-10-29,70.08208465576172
2001-10-30,69.24068450927734
2001-10-31,69.00590515136719
2001-11-01,70.77346801757812
2001-11-02,71.256103515625
2001-11-05,72.18880462646484
2001-11-06,73.31063079833984
2001-11-07,73.21278381347656
2001-11-08,73.44109344482422
2001-11-09,73.51936340332031
2001-11-12,73.0693130493164
2001-11-13,74.71290588378906
2001-11-14,74.78466033935547
2001-11-15,74.9216537475586
2001-11-16,74.5890121459961
2001-11-19,75.50863647460938
2001-11-20,74.87596893310547
2001-11-21,74.38028717041016
2001-11-23,75.449951171875
2001-11-26,75.61299896240234
2001-11-27,75.2868881225586
2001-11-28,73.9237060546875
2001-11-29,74.9216537475586
2001-11-30,74.38682556152344
2001-12-03,73.94327545166016
2001-12-04,75.19556427001953
2001-12-05,76.57179260253906
2001-12-06,76.53262329101562
2001-12-07,76.0239028930664
2001-12-10,74.6020278930664
2001-12-11,74.45206451416016
2001-12-12,74.53681182861328
2001-12-13,73.08888244628906
2001-12-14,73.78675842285156
2001-12-17,74.54988098144531
2001-12-18,74.99337768554688
2001-12-19,75.52169036865234
2001-12-20,74.7781753540039
2001-12-21,75.23168182373047
2001-12-24,75.08773040771484
2001-12-26,75.50001525878906
2001-12-27,75.95816040039062
2001-12-28,75.91890716552734
2001-12-31,74.8062973022461
2002-01-02,75.61128997802734
2002-01-03,76.46868133544922
2002-01-04,76.97914123535156
2002-01-07,76.43594360351562
2002-01-08,76.25922393798828
2002-01-09,75.63749694824219
2002-01-10,75.97124481201172
2002-01-11,75.22515106201172
2002-01-14,74.75394439697266
2002-01-15,75.36260223388672
2002-01-16,73.83767700195312
2002-01-17,74.39398956298828
2002-01-18,74.05365753173828
2002-01-22,73.54315185546875
2002-01-23,74.10601043701172
2002-01-24,74.3350830078125
2002-01-25,74.3154525756836
2002-01-28,74.51834869384766
2002-01-29,72.1753158569336
2002-01-30,73.2159194946289
2002-01-31,74.07325744628906
2002-02-01,73.72639465332031
2002-02-04,71.89389038085938
2002-02-05,71.4488296508789
2002-02-06,71.14125061035156
2002-02-07,70.6961898803711
2002-02-08,72.05091857910156
2002-02-11,72.93450927734375
2002-02-12,72.7054443359375
2002-02-13,73.47769165039062
2002-02-14,73.34024810791016
2002-02-15,72.57449340820312
2002-02-19,71.18050384521484
2002-02-20,72.37820434570312
2002-02-21,70.87945556640625
2002-02-22,71.75640869140625
2002-02-25,72.94102478027344
2002-02-26,72.79055786132812
2002-02-27,73.07197570800781
2002-02-28,72.74471282958984
2002-03-01,74.43977355957031
2002-03-04,75.75529479980469
2002-03-05,75.51309204101562
2002-03-06,76.40973663330078
2002-03-07,76.24612426757812
2002-03-08,76.56681823730469
2002-03-11,76.73043823242188
2002-03-12,76.68461608886719
2002-03-13,75.94508361816406
2002-03-14,75.84032440185547
2002-03-15,76.56299591064453
2002-03-18,76.5761489868164
2002-03-19,77.08805847167969
2002-03-20,75.63758087158203
2002-03-21,75.67034149169922
2002-03-22,75.50625610351562
2002-03-25,74.56768798828125
2002-03-26,75.00089263916016
2002-03-27,75.19776916503906
2002-03-28,75.16499328613281
2002-04-01,75.19776916503906
2002-04-02,74.7842788696289
2002-04-03,74.25920104980469
2002-04-04,73.95073699951172
2002-04-05,73.96387481689453
2002-04-08,74.12138366699219
2002-04-09,73.60285186767578
2002-04-10,74.43645477294922
2002-04-11,72.58551788330078
2002-04-12,73.13029479980469
2002-04-15,72.5723876953125
2002-04-16,74.29859924316406
2002-04-17,74.14108276367188
2002-04-18,73.81948852539062
2002-04-19,74.08856201171875
2002-04-22,72.8546371459961
2002-04-23,72.53958129882812
2002-04-24,71.81103515625
2002-04-25,71.85041809082031
2002-04-26,70.48522186279297
2002-04-29,70.13736724853516
2002-04-30,70.79368591308594
2002-05-01,71.66006469726562
2002-05-02,71.3843994140625
2002-05-03,70.60990905761719
2002-05-06,69.22503662109375
2002-05-07,68.98217010498047
2002-05-08,71.54849243164062
2002-05-09,70.72151184082031
2002-05-10,69.38910675048828
2002-05-13,70.80027770996094
2002-05-14,72.3426742553711
2002-05-15,72.06045532226562
2002-05-16,72.43451690673828
2002-05-17,72.78900146484375
2002-05-20,72.00138092041016
2002-05-21,71.34500122070312
2002-05-22,71.50257110595703
2002-05-23,72.26393127441406
2002-05-24,71.33846282958984
2002-05-28,70.95121002197266
2002-05-29,70.4261703491211
2002-05-30,70.229248046875
2002-05-31,70.37362670898438
2002-06-03,68.50301361083984
2002-06-04,68.6736831665039
2002-06-05,69.31690216064453
2002-06-06,67.90575408935547
2002-06-07,67.82698059082031
2002-06-10,68.08954620361328
2002-06-11,66.92122650146484
2002-06-12,67.32818603515625
2002-06-13,66.65215301513672
2002-06-14,66.55370330810547
2002-06-17,68.33898162841797
2002-06-18,68.89683532714844
2002-06-19,67.28878784179688
2002-06-20,66.42896270751953
2002-06-21,65.39029693603516
2002-06-24,65.73279571533203
2002-06-25,64.25743865966797
2002-06-26,64.36277770996094
2002-06-27,65.48910522460938
2002-06-28,65.17955017089844
2002-07-01,63.90834426879883
2002-07-02,62.55154037475586
2002-07-03,62.9072151184082
2002-07-05,65.41004943847656
2002-07-08,64.59333801269531
2002-07-09,62.96647644042969
2002-07-10,60.674400329589844
2002-07-11,61.16841125488281
2002-07-12,60.49652862548828
2002-07-15,60.81930923461914
2002-07-16,59.64691925048828
2002-07-17,59.76546096801758
2002-07-18,57.82902908325195
2002-07-19,55.793846130371094
2002-07-22,54.1406364440918
2002-07-23,52.6586799621582
2002-07-24,55.8004150390625
2002-07-25,55.32619094848633
2002-07-26,56.380008697509766
2002-07-29,59.12657165527344
2002-07-30,59.89718246459961
2002-07-31,60.04209899902344
2002-08-01,58.47453689575195
2002-08-02,57.16382598876953
2002-08-05,55.174705505371094
2002-08-06,57.032081604003906
2002-08-07,58.026649475097656
2002-08-08,59.90378189086914
2002-08-09,60.1276969909668
2002-08-12,59.686431884765625
2002-08-13,58.59964370727539
2002-08-14,60.74029541015625
2002-08-15,61.58334732055664
2002-08-16,61.39892578125
2002-08-19,62.83475112915039
2002-08-20,62.16952133178711
2002-08-21,63.06523132324219
2002-08-22,63.67780685424805
2002-08-23,62.30785369873047
2002-08-26,62.74256134033203
2002-08-27,62.01805114746094
2002-08-28,60.661216735839844
2002-08-29,60.68754577636719
2002-08-30,60.45045471191406
2002-09-03,58.14518737792969
2002-09-04,58.97512435913086
2002-09-05,58.47453689575195
2002-09-06,59.278045654296875
2002-09-09,59.712772369384766
2002-09-10,60.39778518676758
2002-09-11,60.02234649658203
2002-09-12,58.91580581665039
2002-09-13,59.06071472167969
2002-09-16,59.20561981201172
2002-09-17,57.84880447387695
2002-09-18,57.26918029785156
2002-09-19,55.787254333496094
